host,service
"kc-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Unified Messaging Call Router Service"
"kc-exch16-01-p.servicemanagement.com:9182","Microsoft Exchange Unified Messaging Service"
"kc-exch16-01-p.servicemanagement.com:9182","Microsoft Filtering Management Service"
"kc-exch16-01-p.servicemanagement.com:9182","Microsoft Online Services Sign-in Assistant Service"
"kc-exch16-01-p.servicemanagement.com:9182","Network Connections Service"
"kc-exch16-01-p.servicemanagement.com:9182","Security Accounts Manager Service"
"kc-exchr04.servicemanagement.com:9182","Server Service"
"kc-exchr04.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-exchr04.servicemanagement.com:9182","World Wide Web Publishing Service"
"kc-exchr04.servicemanagement.com:9182","Workstation Service"
"kc-exchr04.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-exchr04.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-exchr04.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-exchr04.servicemanagement.com:9182","Mail Marshal Engine Service"
"kc-exchr04.servicemanagement.com:9182","Mail Marshal Sender Service"
"kc-exchr04.servicemanagement.com:9182","Mail Marshal Array Manager Service"
"kc-exchr04.servicemanagement.com:9182","Mail Marshal Controller Service"
"kc-exchr04.servicemanagement.com:9182","Mail Marshal Receiver Service"
"kc-exchr04.servicemanagement.com:9182","Mail Marshal Updater Service"
"kc-exchr04.servicemanagement.com:9182","Windows Process Activation Service"
"KC-FILEAUDIT-P:9182","Server Service"
"KC-FILEAUDIT-P:9182","Symantec Endpoint Protection Service"
"KC-FILEAUDIT-P:9182","Workstation Service"
"KC-FILEAUDIT-P:9182","Quest KACE One Agent Service"
"KC-FILEAUDIT-P:9182","Quest KACE Offline Scheduler Service"
"KC-FILEAUDIT-P:9182","Quest KACE Agent WatchDog Service"
"KC-FILEAUDIT-P:9182","ManageEngine DataSecurity Plus Service"
"kc-int-log02-p.servicemanagement.com:9182","Server Service"
"kc-int-log02-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-int-log02-p.servicemanagement.com:9182","Workstation Service"
"kc-int-log02-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-int-log02-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-int-log02-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-int-log03-p.servicemanagement.com:9182","Server Service"
"kc-int-log03-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-int-log03-p.servicemanagement.com:9182","Workstation Service"
"kc-int-log03-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-int-log03-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-int-log03-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-int-str01-p.servicemanagement.com:9182","Server Service"
"kc-int-str01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-int-str01-p.servicemanagement.com:9182","Workstation Service"
"kc-int-str01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-int-str01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-int-str01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-ivr01-d.servicemanagement.com:9182","Server Service"
"kc-ivr01-d.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-ivr01-d.servicemanagement.com:9182","Workstation Service"
"kc-ivr01-d.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-ivr01-d.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-ivr01-d.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-ivr03-p.servicemanagement.com:9182","Server Service"
"kc-ivr03-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-ivr03-p.servicemanagement.com:9182","Workstation Service"
"kc-ivr03-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-ivr03-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-ivr03-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-ivr03-p.servicemanagement.com:9182","Electronic Workforce Service"
"kc-ivr04-p.servicemanagement.com:9182","Server Service"
"kc-ivr04-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-ivr04-p.servicemanagement.com:9182","Workstation Service"
"kc-ivr04-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-ivr04-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-ivr04-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-ivr04-p.servicemanagement.com:9182","Electronic Workforce Service"
"kc-mgmt-john01.servicemanagement.com:9182","Server Service"
"kc-mgmt-john01.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-mgmt-john01.servicemanagement.com:9182","Workstation Service"
"kc-mgmt-john01.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-mgmt-john01.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-mgmt-john01.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-mgmt-log01-p.servicemanagement.com:9182","Server Service"
"kc-mgmt-log01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-mgmt-log01-p.servicemanagement.com:9182","Workstation Service"
"kc-mgmt-log01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-mgmt-log01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-mgmt-log01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-mgmt-rds01-p.servicemanagement.com:9182","Server Service"
"kc-mgmt-rds01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-mgmt-rds01-p.servicemanagement.com:9182","Workstation Service"
"kc-mgmt-rds01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-mgmt-rds01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-mgmt-rds01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-octo-app01-p.servicemanagement.com:9182","Server Service"
"kc-octo-app01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-octo-app01-p.servicemanagement.com:9182","Workstation Service"
"kc-octo-app01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-octo-app01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-octo-app01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-octo-dkw01-p.servicemanagement.com:9182","Server Service"
"kc-octo-dkw01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-octo-dkw01-p.servicemanagement.com:9182","Workstation Service"
"kc-octo-dkw01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-octo-dkw01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-octo-dkw01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-pns01-p.servicemanagement.com:9182","Server Service"
"kc-pns01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-pns01-p.servicemanagement.com:9182","World Wide Web Publishing Service"
"kc-pns01-p.servicemanagement.com:9182","Workstation Service"
"kc-pns01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-pns01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-pns01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-pns01-t.servicemanagement.com:9182","Server Service"
"kc-pns01-t.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-pns01-t.servicemanagement.com:9182","World Wide Web Publishing Service"
"kc-pns01-t.servicemanagement.com:9182","Workstation Service"
"kc-pns01-t.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-pns01-t.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-pns01-t.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"KC-RMQ-MSTR01-P.servicemanagement.com:9182","Server Service"
"KC-RMQ-MSTR01-P.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"KC-RMQ-MSTR01-P.servicemanagement.com:9182","Workstation Service"
"KC-RMQ-MSTR01-P.servicemanagement.com:9182","Quest KACE One Agent Service"
"KC-RMQ-MSTR01-P.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"KC-RMQ-MSTR01-P.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"KC-RMQ-MSTR01-P.servicemanagement.com:9182","RabbitMQ Service"
"KC-RMQ-MSTR02-P.servicemanagement.com:9182","Server Service"
"KC-RMQ-MSTR02-P.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"KC-RMQ-MSTR02-P.servicemanagement.com:9182","Workstation Service"
"KC-RMQ-MSTR02-P.servicemanagement.com:9182","Quest KACE One Agent Service"
"KC-RMQ-MSTR02-P.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"KC-RMQ-MSTR02-P.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"KC-RMQ-MSTR02-P.servicemanagement.com:9182","RabbitMQ Service"
"kc-s3-file01-p.servicemanagement.com:9182","Server Service"
"kc-s3-file01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-s3-file01-p.servicemanagement.com:9182","Workstation Service"
"kc-s3-file01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-s3-file01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-s3-file01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"KC-SEP01-P.servicemanagement.com:9182","Server Service"
"KC-SEP01-P.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"KC-SEP01-P.servicemanagement.com:9182","Workstation Service"
"KC-SEP01-P.servicemanagement.com:9182","Quest KACE One Agent Service"
"KC-SEP01-P.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"KC-SEP01-P.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"KC-SFTP01-D:9182","Server Service"
"KC-SFTP01-D:9182","Symantec Endpoint Protection Service"
"KC-SFTP01-D:9182","Workstation Service"
"KC-SFTP01-D:9182","Quest KACE One Agent Service"
"KC-SFTP01-D:9182","Quest KACE Offline Scheduler Service"
"KC-SFTP01-D:9182","Quest KACE Agent WatchDog Service"
"kc-sl-app01-p.servicemanagement.com:9182","Server Service"
"kc-sl-app01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-sl-app01-p.servicemanagement.com:9182","Workstation Service"
"kc-sl-app01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-sl-app01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-sl-app01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"KC-SL-QKSND01-P.servicemanagement.com:9182","Server Service"
"KC-SL-QKSND01-P.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"KC-SL-QKSND01-P.servicemanagement.com:9182","Workstation Service"
"KC-SL-QKSND01-P.servicemanagement.com:9182","Quest KACE One Agent Service"
"KC-SL-QKSND01-P.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"KC-SL-QKSND01-P.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-sl-web01-p.servicemanagement.com:9182","Server Service"
"kc-sl-web01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-sl-web01-p.servicemanagement.com:9182","Workstation Service"
"kc-sl-web01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-sl-web01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-sl-web01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-sp-app01-p.servicemanagement.com:9182","Server Service"
"kc-sp-app01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-sp-app01-p.servicemanagement.com:9182","Workstation Service"
"kc-sp-app01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-sp-app01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-sp-app01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-spe-nas01.servicemanagement.com:9182","Server Service"
"kc-spe-nas01.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-spe-nas01.servicemanagement.com:9182","Workstation Service"
"kc-spe-nas01.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-spe-nas01.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-spe-nas01.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-spe-nas02.servicemanagement.com:9182","Server Service"
"kc-spe-nas02.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-spe-nas02.servicemanagement.com:9182","Workstation Service"
"kc-spe-nas02.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-spe-nas02.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-spe-nas02.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-spe-nas03.servicemanagement.com:9182","Server Service"
"kc-spe-nas03.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-spe-nas03.servicemanagement.com:9182","Workstation Service"
"kc-spe-nas03.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-spe-nas03.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-spe-nas03.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-spe-nas04.servicemanagement.com:9182","Server Service"
"kc-spe-nas04.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-spe-nas04.servicemanagement.com:9182","Workstation Service"
"kc-spe-nas04.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-spe-nas04.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-spe-nas04.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"KC-SPE-NAS05:9182","Server Service"
"KC-SPE-NAS05:9182","Workstation Service"
"KC-SPE-NAS05:9182","Quest KACE Agent WatchDog Service"
"KC-SPE-NAS05:9182","Quest KACE Offline Scheduler Service"
"KC-SPE-NAS05:9182","Quest KACE One Agent Service"
"KC-SPE-NAS05:9182","Symantec Endpoint Protection Service"
"kc-spe-quar01.servicemanagement.com:9182","Server Service"
"kc-spe-quar01.servicemanagement.com:9182","Workstation Service"
"kc-spe-quar01.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-spe-quar01.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-spe-quar01.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-spe-quar01.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-spe-quar02.servicemanagement.com:9182","Server Service"
"kc-spe-quar02.servicemanagement.com:9182","Workstation Service"
"kc-spe-quar02.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-spe-quar02.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-spe-quar02.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-spe-quar02.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-spe-quar03.servicemanagement.com:9182","Server Service"
"kc-spe-quar03.servicemanagement.com:9182","Workstation Service"
"kc-spe-quar03.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-spe-quar03.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-spe-quar03.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-spe-quar03.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-spe-quar04.servicemanagement.com:9182","Server Service"
"kc-spe-quar04.servicemanagement.com:9182","Workstation Service"
"kc-spe-quar04.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-spe-quar04.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-spe-quar04.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-spe-quar04.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"KC-SPE-QUAR05:9182","Server Service"
"KC-SPE-QUAR05:9182","Workstation Service"
"KC-SPE-QUAR05:9182","Quest KACE Agent WatchDog Service"
"KC-SPE-QUAR05:9182","Quest KACE Offline Scheduler Service"
"KC-SPE-QUAR05:9182","Quest KACE One Agent Service"
"KC-SPE-QUAR05:9182","Symantec Endpoint Protection Service"
"kc-splunk01.servicemanagement.com:9182","Server Service"
"kc-splunk01.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-splunk01.servicemanagement.com:9182","Workstation Service"
"kc-splunk01.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-splunk01.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-splunk01.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-splunk01.servicemanagement.com:9182","Splunkd Service"
"kc-splunk03.servicemanagement.com:9182","Server Service"
"kc-splunk03.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-splunk03.servicemanagement.com:9182","Workstation Service"
"kc-splunk03.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-splunk03.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-splunk03.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-splunk03.servicemanagement.com:9182","Splunkd Service"
"kc-sp-mim01-p.servicemanagement.com:9182","Server Service"
"kc-sp-mim01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-sp-mim01-p.servicemanagement.com:9182","Workstation Service"
"kc-sp-mim01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
"kc-sp-mim01-p.servicemanagement.com:9182","Quest KACE Offline Scheduler Service"
"kc-sp-mim01-p.servicemanagement.com:9182","Quest KACE Agent WatchDog Service"
"kc-sp-oos01-p.servicemanagement.com:9182","Server Service"
"kc-sp-oos01-p.servicemanagement.com:9182","Symantec Endpoint Protection Service"
"kc-sp-oos01-p.servicemanagement.com:9182","Workstation Service"
"kc-sp-oos01-p.servicemanagement.com:9182","Quest KACE One Agent Service"
